devtodev_ID,First_SessionDuration,First_SessionPlaytime,SessionDuration_avg,SessionDuration_std,SessionDuration_growth,SessionPlaytime_avg,SessionPlaytime_std,SessionPlaytime_growth,SessionGap_Growth,SessionGap_First2Second,num_session,num_session_first_day,num_session_first_week,num_ads_to_session_duration,Game_BallToCoin_duration_avg,Game_Balloon_duration_avg,Game_Classic_duration_avg,Game_Coin_duration_avg,Game_IO_duration_avg,Game_MMeta_duration_avg,Game_Runner_duration_avg,Game_Tourn_duration_avg,Classic_winrate,goal_range_avg,goal_range_std,goal_range_growth,goal_avg,goal_std,goal_growth,ShootCount_avg,ShootCount_std,ShootCount_growth,EnemyHitCount_avg,EnemyHitCount_std,EnemyHitCount_growth,GoalAcc_avg,GoalAcc_std,GoalAcc_growth,Levels_FirstSession,Levels_Session_avg,Levels_Session_std,Levels_Session_growth,RvCount_Session_avg,RvCount,InterstitialCount_Session_avg,InterstitialCount,InterstitialCount_End_Level,InterstitialCount_Idle_User,InterstitialCount_Mid_Level,RvCount_ActivateLimitedTimeOffer,RvCount_Choose_BonusGame,RvCount_ContinueTournament,RvCount_End_Level_Winnings,RvCount_FrameShop_Skin,RvCount_GetTickets,RvCount_Gift_Accelerate,RvCount_Gift_Take,RvCount_MetaBestBall,RvCount_MetaChestDoubleOffer,RvCount_MetaDoubleOffer,RvCount_MetaSpawnBall,RvCount_MetaWheelSpin,RvCount_Mission_Refresh,RvCount_Mission_Skip,RvCount_Offline_Earning,RvCount_Shop_Money,RvCount_Shop_Skin,RvCount_Shuffle_BonusGame,RvCount_Skip_Level,RvCount_StoreTicketAndCoins,RvCount_TournamentFinalReward2X,RvCount_TreasureChestReward2X,HasPaid,TriedPaying,Cohort,IAPTotalSpent,InterstitialImpression,LevelLose,LevelStart,LevelWin,RVCompleted,TotalAdRevenue,TotalInGameTime,TotalPlaytime,UniqueDays,cluster
183151,4.95,2.433333333333333,4.95,0.0,,2.433333333333333,0.0,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,64.85714285714286,0.0,71.0,0.0,0.0,0.0,0.7777777777777778,2.5507936507936506,0.6411838894150035,0.01575719096672379,3.7777777777777777,2.1666666666666665,0.0016570246944727085,20.333333333333332,9.313968005098578,0.03548358456283629,1.2222222222222223,1.2018504251546631,0.17364786371247654,0.19128020837116946,0.07882181539866391,-0.02921205400532223,3.0,3.0,0.0,,1.0,1.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,10.0,1.0,9.0,7.0,1.0,0.350249707698822,979.0,561.0,1.0,1
182865,2.2,1.4666666666666666,1.5133333333333332,1.5863742727784427,0.046993883280046944,1.0,1.0242205708624375,0.024868101153321387,5.357519065327607,0.6130833333333333,5.0,4.0,5.0,0.8735640928109548,0.0,0.0,33.57142857142857,0.0,0.0,0.0,0.0,27.666666666666668,0.5833333333333334,2.493140193140193,0.6660902207521716,-0.005102776463655312,5.545454545454546,2.9787123514578027,0.03249379763344318,21.0,17.406895185529212,0.04814623067674351,0.4444444444444444,0.8819171036881969,-0.027507527533926934,0.2928786605016113,0.10239334614818155,-0.015219944964695808,3.0,1.2,1.3038404810405297,-0.24016431434840746,0.0,0.0,1.2,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,6.0,2.0,12.0,7.0,0.0,0.1895631998777389,619.0,344.0,3.0,1
183120,6.733333333333333,4.55,7.458333333333334,1.0253048327204937,,5.05,0.7071067811865476,,,81.85781666666666,2.0,2.0,2.0,0.7989857030509568,0.0,0.0,62.75,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.5055555555555555,0.5553383413745837,-0.025040858002101873,3.9166666666666665,1.9752253419585197,0.019605540297140678,23.727272727272727,16.577641020910722,0.11799138967568634,5.636363636363637,4.801514912456844,0.13255877998495658,0.22161769544614626,0.09667833403457425,-0.06080514176659957,5.0,4.0,1.4142135623730951,,0.0,0.0,6.0,12.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,12.0,3.0,11.0,8.0,0.0,0.31632000207901,900.0,607.0,2.0,2
182863,4.8,3.716666666666667,1.85,1.6228119171729418,-0.005192628925328346,1.4433333333333334,1.3330138506129354,-0.003074752109499146,0.03457362340704906,4559.45515,10.0,1.0,6.0,1.1078134212309945,0.0,0.0,86.4,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,2.4896825396825397,0.7713392694111307,-0.021631164532207592,4.25,4.202272112689862,0.0566497132717263,30.555555555555557,29.103741645667792,0.13470962213108417,2.4444444444444446,2.185812841434,0.13323795837574837,0.25700507553448726,0.28099568636255995,-0.08670209448978583,3.0,0.5,0.97182531580755,-0.044051921577024866,0.0,0.0,1.6,16.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,13.0,3.0,11.0,5.0,0.0,0.9153426289558412,998.0,671.0,4.0,2
182144,8.033333333333333,3.9166666666666665,4.708333333333333,4.702260094890541,,2.125,2.533799299251795,,,3139.7484,2.0,1.0,2.0,0.8473728940658901,0.0,0.0,49.142857142857146,0.0,0.0,0.0,0.0,0.0,0.875,2.6958333333333333,0.9339602486357468,0.019198741842953115,3.625,1.5979898086569353,0.0728876841709436,25.25,16.060154775984305,0.04670391364202264,11.625,12.408954140343289,0.0609925367503561,0.22794524786658849,0.20322000225875297,-0.028848205423476547,4.0,2.5,2.1213203435596424,,0.5,1.0,2.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,8.0,1.0,8.0,7.0,1.0,0.385788083076477,913.0,385.0,2.0,0
183074,3.183333333333333,2.35,3.1866666666666665,2.0139927176299985,0.15276751623239426,2.0366666666666666,1.0759621017695948,0.08389751385020316,3.5424466121602114,8.798416666666666,5.0,3.0,4.0,0.48466209351594436,0.0,0.0,51.0,0.0,0.0,0.0,0.0,22.0,0.6923076923076923,2.3713203463203465,0.5712533756749535,0.008884174369299114,5.153846153846154,2.577018750615843,-0.005363773415645645,26.25,12.556237131764075,0.009870346636718708,2.1666666666666665,2.167249338901663,0.0950229787322876,0.20453062274598874,0.06939548391157337,-0.009222927446057905,2.0,1.8,0.8366600265340756,0.07456993182354199,0.0,0.0,1.8,9.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,10.0,3.0,13.0,9.0,0.0,0.2836701273918152,976.0,548.0,4.0,1
183114,4.8,2.4833333333333334,4.8,0.0,,2.4833333333333334,0.0,,,0.0,1.0,1.0,1.0,0.4166666666666667,0.0,0.0,32.5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.763888888888889,0.5783517448238058,-0.03367430588112674,3.3333333333333335,0.816496580927726,0.0,13.8,6.016643582596529,0.05737126344056409,1.6,1.140175425099138,0.18920711500272103,0.26634920634920634,0.0585195709694197,-0.017602182585761628,4.0,4.0,0.0,,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,4.0,4.0,0.0,0.0299999993294477,248.0,132.0,1.0,1
182458,3.9,2.466666666666667,3.9,0.0,,2.466666666666667,0.0,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,2.880952380952381,0.6863588240666464,,4.0,2.6457513110645907,,21.333333333333332,15.307950004273378,,1.0,1.0,,0.1923076923076923,0.03391988860339219,,3.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3.0,3.0,0.0,0.0,239.0,148.0,1.0,1
183174,4.033333333333333,2.2666666666666666,3.234848484848485,3.220209228411638,-0.12017384581032242,2.203030303030303,2.3328311147832816,-0.1266156175118256,0.2731704951214482,6.728583333333333,11.0,5.0,7.0,0.7163852119086903,0.0,0.0,76.44444444444444,0.0,0.0,0.0,0.0,0.0,0.5625,2.0386772486772484,0.6579336677646908,0.004017304554071677,4.8,3.0519314727375044,-0.017330710098390933,27.818181818181817,18.951613028015224,0.037385673773255634,1.5454545454545454,1.0357254813546264,0.017588221460874243,0.2187489657642337,0.07190825160546516,-0.010164249275206427,3.0,1.1818181818181819,1.6011359603844901,-0.23411467036120837,0.0,0.0,2.272727272727273,25.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,16.0,2.0,15.0,9.0,0.0,0.3848679065704345,1409.0,706.0,7.0,2
182858,11.766666666666667,5.366666666666666,4.765151515151516,3.7434865993071114,-0.03352517175345948,2.8742424242424245,2.1733149748248595,-0.036683388347408474,0.10753162274099481,1630.1244000000002,11.0,1.0,9.0,0.5557080006275703,0.0,0.0,77.45454545454545,0.0,58.0,0.0,0.0,139.0,0.6111111111111112,2.3654761904761905,0.653131022117937,-0.006216468415637055,4.888888888888889,2.27231131071657,0.005365624749747111,39.470588235294116,20.87797178564893,0.02349927469308888,3.3529411764705883,3.4989494221585327,0.07815182304088397,0.15515433150713842,0.08967389216086435,-0.018535860074088806,4.0,1.0909090909090908,1.2210278829367864,-0.050556617577741214,0.09090909090909091,1.0,2.5454545454545454,28.0,7.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,26.0,6.0,18.0,11.0,1.0,1.0921709537506104,2935.0,1666.0,7.0,2
183150,2.2,2.033333333333333,6.6625000000000005,10.083888773778314,-0.06484230185354112,5.321527777777778,7.706032330543915,-0.06267186278550285,0.005018531501655765,37.481633333333335,24.0,4.0,19.0,0.8771291263739869,0.0,30.0,133.8,30.0,0.0,0.0,122.0,0.0,0.5172413793103449,2.1569444444444446,0.6081740588606656,-0.012005312664028933,4.428571428571429,2.515560042623179,-0.00596883204371379,40.57142857142857,30.955728756679967,0.02632063986701727,3.5238095238095237,3.1877742645778357,0.0389852901019796,0.14227493949757433,0.04873754503883143,-0.0030347529128998962,1.0,1.5,2.637521893583148,-0.09900567162832696,0.041666666666666664,1.0,4.166666666666667,100.0,12.0,6.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,47.0,6.0,29.0,15.0,1.0,3.4444580078125,4312.0,2953.0,7.0,2
181399,10.6,5.733333333333333,5.8462962962962965,4.445899935285083,-0.03968572049705732,3.2296296296296294,2.435968575584375,-0.0017067030925091986,0.7663430744613418,13.085633333333334,9.0,6.0,9.0,0.6386532835930616,0.0,29.0,82.0625,0.0,80.0,0.0,17.0,24.6,0.8,2.1406593406593406,0.5654734637056492,0.007019016083106733,6.55,3.068944615438926,-0.0072170614418615164,35.22222222222222,25.684867496264285,0.028374276872756843,3.611111111111111,4.526248789513803,0.07339006992124619,0.24860733752000408,0.10401044018905374,-0.011061352998113616,5.0,1.7777777777777777,1.481365736219265,-0.027507527533926934,0.6666666666666666,6.0,3.3333333333333335,30.0,12.0,0.0,16.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,30.0,2.0,20.0,16.0,7.0,0.892845869064331,3314.0,1733.0,4.0,2
182820,13.683333333333334,8.733333333333333,8.714102564102564,6.350185350728276,-0.020028145472017922,5.123076923076923,3.956058050527734,-0.034802051198743356,0.27390341033953525,134.80173333333335,13.0,7.0,12.0,0.6782818195230237,0.0,0.0,66.28571428571429,0.0,0.0,58.4,0.0,47.54545454545455,0.5833333333333334,2.317142857142857,0.5260152919462137,-0.009423303791860516,4.45,2.211810403980842,0.02308538274746219,22.473684210526315,12.971628960725665,0.04608191864321465,3.0,2.9249881291307074,0.04256460514556637,0.2457861699802709,0.10629159533081303,-0.011371716634819284,6.0,1.6153846153846154,1.8045526471705546,0.011189758255839566,0.38461538461538464,5.0,5.615384615384615,73.0,18.0,6.0,18.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,45.0,5.0,24.0,14.0,4.0,0.9069505333900452,4319.0,2600.0,5.0,2
183167,4.2,2.55,2.88,2.2539594790797226,-0.28226546549940157,2.0766666666666667,1.386672676269029,-0.2205660192181853,1.0028665262185141,44.36963333333333,5.0,4.0,5.0,0.7661980146987516,0.0,0.0,53.666666666666664,0.0,98.0,0.0,0.0,0.0,0.6,2.2895833333333333,0.8247176144102408,-0.05108206908470114,4.6,4.247875285886398,0.07234239138595444,26.666666666666668,29.028721409436322,0.22949436713531157,1.5,1.9748417658131499,,0.2470226396696985,0.060552242460720246,0.01728970643309835,4.0,1.8,2.04939015319192,-0.462715034088229,0.0,0.0,1.2,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,6.0,0.0,10.0,6.0,0.0,0.161779299378395,787.0,424.0,3.0,2
183156,6.716666666666667,3.733333333333333,3.1055555555555556,3.3263398859763322,,1.6055555555555554,1.9029460590630791,,,2.616416666666667,3.0,3.0,3.0,0.5102144872361399,0.0,0.0,41.333333333333336,0.0,0.0,0.0,0.0,0.0,0.6,2.274074074074074,0.7797395893248551,-0.013937086690175238,2.888888888888889,1.3642254619787417,-0.027507527533926934,14.0,5.859465277082315,0.014078427984237196,1.0,1.1547005383792515,0.0,0.268078231292517,0.08647104286201429,0.025484371543263107,3.0,1.3333333333333333,1.5275252316519468,,0.0,0.0,1.6666666666666667,5.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,8.0,1.0,9.0,6.0,0.0,0.177700012922287,741.0,352.0,1.0,1
183081,9.05,6.466666666666667,5.55,3.1108680460604563,,3.827777777777778,2.2897315061749866,,,8.9972,3.0,3.0,3.0,0.5477732232321432,0.0,0.0,69.92307692307692,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,2.4203703703703705,0.687362834374086,-0.0036475394089586777,3.8,2.177810171446801,-0.05207489970838075,21.533333333333335,13.152222336204341,-0.018662657449345144,1.4666666666666666,1.3557637102737474,0.003491091440327665,0.2166218114807384,0.11643207911676878,-0.014951586257015537,7.0,3.3333333333333335,3.2145502536643185,,0.0,0.0,2.6666666666666665,8.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,12.0,1.0,14.0,13.0,0.0,0.252739280462265,1342.0,930.0,1.0,2
